"Strain","Locus Tag","Accession","Product","Number of Amino Acids","Subcellular Localization","Confidence","Localization Group (Primary/Secondary)"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64335","YP_793331.1","urease accessory protein","281","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64350","YP_793332.1","urease subunit gamma","101","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64360","YP_793333.1","hypothetical protein","173","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64370","YP_793334.1","urease subunit beta","102","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64390","YP_793335.1","urease subunit alpha","567","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64400","YP_793336.1","hypothetical protein","406","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64410","YP_793337.1","hypothetical protein","89","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64420","YP_793338.1","hypothetical protein","205","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64430","YP_793339.1","hypothetical protein","232","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64440","YP_793340.1","hypothetical protein","288","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64450","YP_793341.1","heat-shock protein","422","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64460","YP_793342.1","hypothetical protein","139","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64470","YP_793343.1","hypothetical protein","99","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64480","YP_793344.1","DNA-binding transcriptional activator OsmE","115","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64490","YP_793345.1","hypothetical protein","136","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64500","YP_793346.1","transcriptional regulator","271","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64510","YP_793347.1","hypothetical protein","690","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64520","YP_793348.1","bacterioferritin","178","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64530","YP_793349.1","hypothetical protein","114","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64540","YP_793350.1","hypothetical protein","256","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64550","YP_793351.1","hypothetical protein","205","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64560","YP_793352.1","hypothetical protein","208","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64570","YP_793353.1","two-component response regulator","230","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64580","YP_793354.1","two-component sensor","464","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64590","YP_793355.1","MFS transporter","439","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64610","YP_793356.1","hypothetical protein","371","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64620","YP_793357.1","oxidoreductase","367","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64640","YP_793358.1","TetR family transcriptional regulator","210","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64650","YP_793359.1","urease accessory protein UreE","168","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64660","YP_793360.1","urease accessory protein UreF","224","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64670","YP_793361.1","urease accessory protein UreG","205","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64680","YP_793362.1","hypothetical protein","191","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64690","YP_793363.1","transmembrane sensor","341","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64700","YP_793364.1","RNA polymerase sigma factor","179","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64710","YP_793365.1","extracellular heme-binding protein","990","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64720","YP_793366.1","porin","418","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64740","YP_793367.1","aldehyde dehydrogenase","490","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64750","YP_793368.1","MFS transporter","447","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64770","YP_793369.1","benzoylformate decarboxylase","529","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64780","YP_793370.1","transcriptional regulator","299","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64790","YP_793371.1","MFS transporter","445","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64800","YP_793372.1","vanillate O-demethylase oxygenase","352","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64810","YP_793373.1","vanillate O-demethylase","318","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64820","YP_793374.1","transcriptional regulator","238","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64840","YP_793375.1","short-chain dehydrogenase","254","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64850","YP_793376.1","ornithine cyclodeaminase","298","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64860","YP_793377.1","ABC transporter ATP-binding protein","239","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64870","YP_793378.1","ABC transporter ATP-binding protein","291","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64880","YP_793379.1","branched chain amino acid ABC transporter permease","426","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64890","YP_793380.1","branched chain amino acid ABC transporter permease","305","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64900","YP_793381.1","ABC transporter substrate-binding protein","375","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64910","YP_793382.1","LysR family transcriptional regulator","313","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64920","YP_793383.1","methyl-accepting chemotaxis protein","542","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64930","YP_793384.1","hypothetical protein","232","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64940","YP_793385.1","hypothetical protein","201","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64950","YP_793386.1","hypothetical protein","220","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64960","YP_793387.1","nicotinate phosphoribosyltransferase","400","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64980","YP_793388.1","NAD synthetase","276","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_64990","YP_793389.1","hypothetical protein","308","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65000","YP_793390.1","azurin","149","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65010","YP_793391.1","hypothetical protein","196","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65030","YP_793392.1","hypothetical protein","232","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65040","YP_793393.1","hypothetical protein","284","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65050","YP_793394.1","hypothetical protein","312","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65060","YP_793395.1","hypothetical protein","833","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65080","YP_793396.1","hypothetical protein","748","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65090","YP_793397.1","hypothetical protein","674","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65110","YP_793398.1","biosynthetic alanine racemase","359","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65130","YP_793399.1","replicative DNA helicase","465","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65150","YP_793400.1","50S ribosomal protein L9","149","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65160","YP_793401.1","hypothetical protein","290","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65170","YP_793402.1","30S ribosomal protein S18","77","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65180","YP_793403.1","30S ribosomal protein S6","140","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65190","YP_793404.1","TrmH family RNA methyltransferase , group 3","249","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65200","YP_793405.1","exoribonuclease RNase R","908","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65230","YP_793406.1","adenylosuccinate synthetase","431","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65250","YP_793407.1","ATP phosphoribosyltransferase","395","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65260","YP_793408.1","hypothetical protein","62","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65270","YP_793409.1","protease subunit HflC","290","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65280","YP_793410.1","protease subunit HflK","401","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65300","YP_793411.1","GTP-binding protein","434","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65310","YP_793412.1","RNA-binding protein Hfq","83","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65320","YP_793413.1","tRNA delta(2)-isopentenylpyrophosphate transferase","324","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65350","YP_793414.1","DNA mismatch repair protein","634","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65370","YP_793415.1","N-acetylmuramoyl-L-alanine amidase","476","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65380","YP_793416.1","hypothetical protein","156","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65390","YP_793417.1","hypothetical protein","503","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65400","YP_793418.1","iron-sulfur cluster-binding protein","362","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65410","YP_793419.1","oligoribonuclease","181","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65420","YP_793420.1","ribosome-associated GTPase","340","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65430","YP_793421.1","flagellar motor protein MotB","348","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65450","YP_793422.1","flagellar motor protein MotA","284","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65470","YP_793423.1","hypothetical protein","504","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65480","YP_793424.1","thiosulfate sulfurtransferase","272","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65500","YP_793425.1","phosphatidylserine decarboxylase","290","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65520","YP_793426.1","hypothetical protein","488","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65540","YP_793427.1","hypothetical protein","692","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65560","YP_793428.1","phosphoserine phosphatase","430","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65570","YP_793429.1","hypothetical protein","513","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65580","YP_793430.1","membrane-bound metal-dependent hydrolase","179","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65590","YP_793431.1","hypothetical protein","237","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65605","YP_793432.1","DNA topoisomerase IV subunit A","755","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65630","YP_793433.1","hypothetical protein","175","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65640","YP_793434.1","hypothetical protein","338","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65660","YP_793435.1","DNA topoisomerase IV subunit B","630","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65670","YP_793436.1","hypothetical protein","207","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65690","YP_793437.1","hypothetical protein","273","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65700","YP_793438.1","hypothetical protein","153","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65710","YP_793439.1","adenosine diphosphate sugar pyrophosphatase","206","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65720","YP_793440.1","lipoprotein","249","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65740","YP_793441.1","thiamine biosynthesis protein ThiC","628","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65750","YP_793442.1","outer membrane efflux protein","483","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65760","YP_793443.1","NAD(P)H quinone oxidoreductase","235","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65770","YP_793444.1","aspartate transaminase","394","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65795","YP_793445.1","hypothetical protein","560","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65810","YP_793446.1","hypothetical protein","697","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65820","YP_793447.1","acyl-CoA dehydrogenase","387","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65840","YP_793448.1","enoyl-CoA hydratase/isomerase","264","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65850","YP_793449.1","amino acid ABC transporter permease","471","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65860","YP_793450.1","two-component sensor","771","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65870","YP_793451.1","hypothetical protein","259","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65880","YP_793452.1","two-component response regulator","245","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65900","YP_793453.1","TetR family transcriptional regulator","216","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65920","YP_793454.1","hypothetical protein","364","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65940","YP_793455.1","oxidoreductase","649","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65950","YP_793456.1","transcriptional regulator","200","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65960","YP_793457.1","3-deoxy-D-manno-octulosonic-acid transferase","426","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65970","YP_793458.1","transcriptional regulator","295","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_65990","YP_793459.1","SMR multidrug efflux transporter","111","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66000","YP_793460.1","hypothetical protein","392","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66010","YP_793461.1","hypothetical protein","271","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66020","YP_793462.1","hypothetical protein","307","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66040","YP_793463.1","acyl-CoA dehydrogenase","403","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66050","YP_793464.1","acyl-CoA dehydrogenase","430","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66060","YP_793465.1","bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase","475","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66080","YP_793466.1","transport protein MsbA","604","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66090","YP_793467.1","hypothetical protein","217","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66100","YP_793468.1","hypothetical protein","400","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66110","YP_793469.1","glycosyl transferase family protein","295","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66120","YP_793470.1","hypothetical protein","319","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66140","YP_793471.1","de-N-acetylase involved in persistence, DnpA","473","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66150","YP_793472.1","hypothetical protein","299","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66160","YP_793473.1","glycosyl transferase family protein","379","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66170","YP_793474.1","carbamoyl transferase","586","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66190","YP_793475.1","hypothetical protein","493","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66200","YP_793476.1","hypothetical protein","253","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66210","YP_793477.1","hypothetical protein","245","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66220","YP_793478.1","lipopolysaccharide kinase WaaP","269","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66230","YP_793479.1","UDP-glucose:(heptosyl) LPS alpha 1,3-glucosyltransferase WaaG","374","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66240","YP_793480.1","lipopolysaccharide heptosyltransferase I","355","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66250","YP_793481.1","heptosyltransferase II","346","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66260","YP_793482.1","branched-chain amino acid aminotransferase","308","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66270","YP_793483.1","bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase","983","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66290","YP_793484.1","pyruvate dehydrogenase subunit E1","883","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66310","YP_793485.1","dihydrolipoamide acetyltransferase","548","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66320","YP_793486.1","hypothetical protein","900","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66330","YP_793487.1","peptide methionine sulfoxide reductase","216","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66340","YP_793488.1","hypothetical protein","279","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66350","YP_793489.1","acyl-CoA dehydrogenase","601","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66380","YP_793490.1","potassium/proton antiporter","539","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66400","YP_793491.1","potassium efflux protein KefA","1119","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66410","YP_793492.1","hypothetical protein","487","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66420","YP_793493.1","hypothetical protein","240","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66440","YP_793494.1","O-acetylhomoserine aminocarboxypropyltransferase","426","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66450","YP_793495.1","hypothetical protein","151","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66460","YP_793496.1","hypothetical protein","272","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66480","YP_793497.1","hypothetical protein","256","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66490","YP_793498.1","LysR family transcriptional regulator","302","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66510","YP_793499.1","MFS transporter","439","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66520","YP_793500.1","short chain dehydrogenase","310","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66530","YP_793501.1","transcriptional regulator","358","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66540","YP_793502.1","hypothetical protein","327","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66550","YP_793503.1","uroporphyrinogen decarboxylase","356","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66560","YP_793504.1","glutamate synthase subunit beta","478","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66570","YP_793505.1","glutamate synthase subunit alpha","1482","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66580","YP_793506.1","hypothetical protein","552","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66600","YP_793507.1","3-dehydroquinate synthase","369","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66610","YP_793508.1","shikimate kinase","173","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66620","YP_793509.1","type 4 fimbrial biogenesis outer membrane protein PilQ precursor","711","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66630","YP_793510.1","type 4 fimbrial biogenesis protein PilP","175","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66640","YP_793511.1","type 4 fimbrial biogenesis protein PilO","208","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66650","YP_793512.1","type 4 fimbrial biogenesis protein PilN","199","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66660","YP_793513.1","type 4 fimbrial biogenesis protein PilM","355","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66670","YP_793514.1","penicillin-binding protein 1A","824","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66680","YP_793515.1","malic enzyme","423","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66690","YP_793516.1","protease","480","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66700","YP_793517.1","nuclease","256","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66710","YP_793518.1","50S ribosomal protein L31","72","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66720","YP_793519.1","primosome assembly protein PriA","740","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66750","YP_793520.1","arginyl-tRNA synthetase","588","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66760","YP_793521.1","hypothetical protein","232","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66770","YP_793522.1","ATP-dependent protease peptidase subunit","178","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66790","YP_793523.1","ATP-dependent protease ATP-binding subunit HslU","448","Cytoplasmic","Class 3","Primary"
